Index,Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015, Rate_per_10000_population , Rate_ratio_NZ_average_rate ,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
677,512401,Edmonton,9,3720,24,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
678,577102,Strathmore Park,9,3940,23,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
679,575300,Kelburn,9,4010,22,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
680,537201,Otumoetai North,9,4010,22,0.4,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
681,519810,Onehunga South West,9,4160,22,0.4,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
682,512402,Wakeling,9,4180,22,0.4,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
683,531304,Otorohanga Rural East,9,4240,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,18,Otorohanga District,3,Waikato Region
684,604500,St Clair,9,4390,21,0.4,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
685,587702,Wigram,9,4620,19,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
686,536620,Minden,9,4750,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,22,Western Bay of Plenty District,4,Bay of Plenty Region
687,600410,Waihao,9,4760,19,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,66,Waimate District,13,Canterbury Region
688,515100,Westmere,9,5660,16,0.3,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
689,508806,North Harbour West,9,5820,15,0.3,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
690,523300,Beachlands-Maraetai,9,7450,12,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
691,527009,Huntington,9,8630,10,0.2,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
692,602800,Harbourside,8,30,"2,667",51,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
693,535380,Amisfield,8,160,500,9.6,102,Tokoroa,Secondary urban area,19,South Waikato District,3,Waikato Region
694,540300,Ohinemutu,8,300,267,5.1,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
695,612801,Riverton East,8,460,174,3.3,299,Riverton,Minor urban area,73,Southland District,15,Southland Region
696,527222,Meremere,8,500,160,3.1,501,Rural Centre,Rural area,13,Waikato District,3,Waikato Region
697,600200,Fairlie,8,730,110,2.1,501,Rural Centre,Rural area,65,Mackenzie District,13,Canterbury Region
698,540900,Mangakino,8,780,103,2,501,Rural Centre,Rural area,21,Taupo District,3,Waikato Region
699,583600,Nayland,8,880,91,1.7,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
700,581850,Riwaka,8,910,88,1.7,501,Rural Centre,Rural area,51,Tasman District,16,Tasman Region
701,506645,Parakai Urban,8,1120,71,1.4,501,Rural Centre,Rural area,76,Auckland,2,Auckland Region
702,563500,Shannon,8,1310,61,1.2,261,Shannon,Minor urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
703,553200,Opunake,8,1390,58,1.1,250,Opunake,Minor urban area,35,South Taranaki District,7,Taranaki Region
704,550500,Woodville,8,1440,56,1.1,246,Woodville,Minor urban area,41,Tararua District,8,Manawatu-Wanganui Region
705,586408,Kaiapoi North West,8,1460,55,1,22,Christchurch,Main urban area,59,Waimakariri District,13,Canterbury Region
706,523813,Ardmore,8,1470,54,1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
707,548810,Anderson Park,8,1540,52,1,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
708,610400,Mataura,8,1570,51,1,301,Gore,Minor urban area,74,Gore District,15,Southland Region
709,571200,Cannons Creek South,8,1630,49,0.9,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
710,558900,Bulls,8,1630,49,0.9,257,Bulls,Minor urban area,38,Rangitikei District,8,Manawatu-Wanganui Region
711,539800,Pomare,8,1700,47,0.9,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
712,589500,Deans Bush,8,1750,46,0.9,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
713,542200,Edgecumbe,8,1750,46,0.9,238,Edgecumbe,Minor urban area,25,Whakatane District,4,Bay of Plenty Region
714,583201,Toi Toi,8,1810,44,0.8,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
715,505300,Wellsford,8,1900,42,0.8,210,Wellsford,Minor urban area,76,Auckland,2,Auckland Region
716,500208,Motutangi-Kareponia,8,1910,42,0.8,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
717,578000,Pahiatua,8,2480,32,0.6,263,Pahiatua,Minor urban area,41,Tararua District,8,Manawatu-Wanganui Region
718,586303,Rangiora East,8,2670,30,0.6,116,Rangiora,Secondary urban area,59,Waimakariri District,13,Canterbury Region
719,547002,Tamatea South,8,2690,30,0.6,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
720,500402,Mangapa-Matauri Bay,8,2740,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
721,527210,Waerenga,8,2770,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
722,525201,Clevedon,8,2780,29,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
723,511301,New Lynn North,8,2940,27,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
724,568502,Epuni East,8,2990,27,0.5,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
725,513212,Starling Park,8,3040,26,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
726,560740,Feilding East,8,3060,26,0.5,106,Feilding,Secondary urban area,39,Manawatu District,8,Manawatu-Wanganui Region
727,590702,Riccarton West,8,3210,25,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
728,512201,Matipo,8,3290,24,0.5,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
729,595900,South Brighton,8,3340,24,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
730,588200,Styx Mill,8,3350,24,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
731,579803,Kahutara,8,3350,24,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,50,South Wairarapa District,9,Wellington Region
732,524001,Ambury,8,3500,23,0.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
733,505909,Wade Heads,8,3570,22,0.4,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
734,572500,Tawa South,8,3730,21,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
735,521301,Drury,8,3870,21,0.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
736,595400,Somerfield,8,3890,21,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
737,501809,Wharekohe-Oakleigh,8,3890,21,0.4,502,Rural (Incl.some Off Shore Islands),Rural area,2,Whangarei District,1,Northland Region
738,510401,Kauri Park,8,4190,19,0.4,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
739,511800,Sunnyvale,8,4480,18,0.3,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
740,510500,Birkenhead East,8,4570,18,0.3,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
741,511402,Rewarewa,8,4800,17,0.3,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
742,507102,Oaktree,8,4980,16,0.3,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
743,512300,Te Atatu Central,8,5250,15,0.3,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
744,592300,Rutland,8,5360,15,0.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
745,524302,Aorere,8,5990,13,0.3,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
746,523814,Totara Heights,8,6340,13,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
747,508020,Hauraki,8,6350,13,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
748,503900,Port-Limeburners,7,50,"1,400",26.8,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
749,556000,Balgownie,7,240,292,5.6,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
750,506001,Weiti River,7,510,137,2.6,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
751,541312,Wairakei-Aratiatia,7,630,111,2.1,103,Taupo,Secondary urban area,21,Taupo District,3,Waikato Region
752,543302,Ruatoria,7,830,84,1.6,501,Rural Centre,Rural area,28,Gisborne District,5,Gisborne Region
753,545710,Twyford,7,1080,65,1.2,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
754,555900,Mosston,7,1120,63,1.2,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
755,532901,Tarrangower,7,1190,59,1.1,220,Taumarunui,Minor urban area,36,Ruapehu District,8,Manawatu-Wanganui Region
756,598800,Waimataitai,7,1290,54,1,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
757,505022,Mangawhai Heads,7,1300,54,1,303,Mangawhai Heads,Minor urban area,3,Kaipara District,1,Northland Region
758,610220,East Gore,7,1500,47,0.9,301,Gore,Minor urban area,74,Gore District,15,Southland Region
759,557600,Wembley Park,7,1620,43,0.8,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
760,599200,Glenwood,7,1820,38,0.7,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
761,597600,Methven,7,1830,38,0.7,308,Methven,Minor urban area,63,Ashburton District,13,Canterbury Region
762,570500,Onepoto,7,1860,38,0.7,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
763,605400,St Kilda West,7,1910,37,0.7,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
764,612740,Fairfax,7,1970,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,73,Southland District,15,Southland Region
765,551900,Kawaroa,7,1990,35,0.7,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
766,562320,Cloverlea,7,2060,34,0.6,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
767,534100,Waihi Beach,7,2070,34,0.6,227,Waihi Beach,Minor urban area,22,Western Bay of Plenty District,4,Bay of Plenty Region
768,592820,Travis,7,2100,33,0.6,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
769,557500,Williams Domain,7,2150,33,0.6,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
770,538742,Owhata East,7,2200,32,0.6,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
771,590604,Styx,7,2270,31,0.6,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
772,550700,Okoki-Okau,7,2280,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,33,New Plymouth District,7,Taranaki Region
773,521152,Glenbrook,7,2290,31,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,76,Auckland,2,Auckland Region
774,521803,Otahuhu East,7,2320,30,0.6,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
775,524121,Arahanga,7,2440,29,0.5,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
776,601020,Orana Park,7,2530,28,0.5,114,Oamaru,Secondary urban area,68,Waitaki District,14,Otago Region
777,577302,Miramar,7,2530,28,0.5,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
778,592900,Avondale,7,2590,27,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
779,605800,Green Island,7,2740,26,0.5,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
780,505907,Stanmore Bay West,7,2790,25,0.5,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
781,566620,Emerald Hill,7,2890,24,0.5,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
782,552300,Merrilands,7,3010,23,0.4,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
783,611500,Newfield-Rockdale,7,3020,23,0.4,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
784,589400,Fendalton,7,3100,23,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
785,589700,Westburn,7,3190,22,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
786,588600,Harewood,7,3460,20,0.4,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
787,562922,Awapuni South,7,3500,20,0.4,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
788,521501,Mellons Bay,7,3550,20,0.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
789,547400,Pirimai,7,3570,20,0.4,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
790,529503,Fairview Downs,7,3640,19,0.4,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
791,522820,Sunnyhills,7,3690,19,0.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
792,577200,Miramar South,7,3760,19,0.4,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
793,516101,Remuera West,7,3780,19,0.4,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
794,527504,Leamington West,7,3820,18,0.4,7,Cambridge Zone,Main urban area,17,Waipa District,3,Waikato Region
795,526701,Onewhero,7,4180,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,13,Waikato District,3,Waikato Region
796,572701,Linden,7,4190,17,0.3,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
797,534604,Waihou-Walton,7,4210,17,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,15,Matamata-Piako District,3,Waikato Region
798,505904,Army Bay,7,4360,16,0.3,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
799,533200,Te Rerenga,7,4370,16,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,11,Thames-Coromandel District,3,Waikato Region
800,501814,Punaruku-Kiripaka,7,4540,15,0.3,502,Rural (Incl.some Off Shore Islands),Rural area,2,Whangarei District,1,Northland Region
801,523102,Meadowland,7,4880,14,0.3,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
802,566101,Raumati Beach,7,5080,14,0.3,25,Kapiti,Main urban area,43,Kapiti Coast District,9,Wellington Region
803,536202,Palm Springs,7,5080,14,0.3,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
804,523106,Millhouse,7,5510,13,0.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
805,507400,Mairangi Bay,7,5870,12,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
806,537900,Hairini,7,6250,11,0.2,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
807,518901,Lynfield North,7,6490,11,0.2,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
808,508520,Sunnynook,7,7220,10,0.2,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
809,562200,Kelvin Grove,7,7290,10,0.2,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
810,568800,Gracefield,6,80,750,14.3,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
811,553400,Kaponga,6,320,188,3.6,501,Rural Centre,Rural area,35,South Taranaki District,7,Taranaki Region
812,501300,Opua East,6,330,182,3.5,501,Rural Centre,Rural area,1,Far North District,1,Northland Region
813,550902,Paraite,6,420,143,2.7,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
814,541346,Tongariro,6,540,111,2.1,502,Rural (Incl.some Off Shore Islands),Rural area,21,Taupo District,3,Waikato Region
815,545832,Pakowhai,6,650,92,1.8,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
816,590507,Prestons,6,690,87,1.7,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
817,587847,Hendersons Basin,6,710,85,1.6,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
818,545304,Mahia,6,760,79,1.5,502,Rural (Incl.some Off Shore Islands),Rural area,29,Wairoa District,6,Hawke's Bay Region
819,554800,Waverley,6,810,74,1.4,501,Rural Centre,Rural area,35,South Taranaki District,7,Taranaki Region
820,553800,Manaia,6,1000,60,1.1,501,Rural Centre,Rural area,35,South Taranaki District,7,Taranaki Region
821,576600,Oriental Bay,6,1120,54,1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
822,500205,Ahipara,6,1150,52,1,501,Rural Centre,Rural area,1,Far North District,1,Northland Region
823,502600,Kensington,6,1380,43,0.8,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
824,605200,Port Chalmers,6,1410,43,0.8,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
825,540600,Fenton,6,1480,41,0.8,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
826,512904,Parrs Park,6,1520,39,0.8,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
827,505021,Mangawhai,6,1670,36,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,3,Kaipara District,1,Northland Region
828,501807,Ngunguru,6,1700,35,0.7,302,Ngunguru,Minor urban area,2,Whangarei District,1,Northland Region
829,553500,Mangatoki-Moeroa,6,1750,34,0.7,502,Rural (Incl.some Off Shore Islands),Rural area,35,South Taranaki District,7,Taranaki Region
830,604120,Belleknowes,6,1810,33,0.6,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
831,545631,Meeanee,6,1820,33,0.6,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
832,500801,Hokianga North,6,1820,33,0.6,502,Rural (Incl.some Off Shore Islands),Rural area,1,Far North District,1,Northland Region
833,605910,Abbotsford,6,1840,33,0.6,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
834,556100,Tawhero,6,1920,31,0.6,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
835,545611,Bay View,6,1980,30,0.6,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
836,569202,Alicetown,6,2050,29,0.6,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
837,549100,Waipawa,6,2070,29,0.6,243,Waipawa,Minor urban area,32,Central Hawke's Bay District,6,Hawke's Bay Region
838,591300,Heathcote Valley,6,2100,29,0.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
839,544002,Tiniroto,6,2100,29,0.5,502,Rural (Incl.some Off Shore Islands),Rural area,28,Gisborne District,5,Gisborne Region
840,551503,Marfell,6,2190,27,0.5,14,New Plymouth,Main urban area,33,New Plymouth District,7,Taranaki Region
841,610500,Winton,6,2310,26,0.5,296,Winton,Minor urban area,73,Southland District,15,Southland Region
